2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
-1.778,-5.165,-2.445,-3.772,-2.44,-5.786,-9.329,-5.608,5.087,1.721,1.608,6.669,2.331,-5.394,-1.383,-4.104,-3.73,5.449,-0.615,-5.394,3.438,-2.558,-3.446
-1.668,-5.935,-2.5,-4.275,-2.773,-6.342,-9.543,-6.332,4.728,1.883,0.385,5.9,1.939,-5.783,-2.282,-4.214,-4.335,5.505,-0.945,-5.832,3.331,-2.78,-4.113
-1.499,-6.165,-3.107,-4.618,-3.215,-7.007,-9.768,-7.378,3.841,1.772,-0.054,6.016,1.223,-6.553,-3.073,-4.215,-4.727,5.507,-1.11,-7.105,3.162,-2.891,-4.727
-1.115,-6.722,-3.556,-5.384,-3.83,-8.712,-9.182,-8.648,2.948,1.664,-0.166,5.572,0.555,-6.608,-4.121,-4.555,-5.551,5.18,-1.059,-7.394,2.996,-2.782,-5.449
-1.168,-7.337,-3.778,-6.38,-4.444,-9.105,-9.631,-9.159,2.444,2.387,0.0,4.683,0.166,-6.222,-5.338,-4.72,-5.558,4.674,-1.061,-8.613,2.446,-2.89,-5.999
-1.556,-7.333,-3.832,-6.832,-5.493,-9.562,-10.942,-10.095,0.949,2.276,-0.17,4.567,-0.109,-6.382,-6.166,-5.224,-5.899,4.504,-1.451,-9.329,2.114,-3.222,-6.169
-1.387,-6.997,-3.834,-7.231,-5.056,-10.277,-11.456,-10.869,0.23,2.169,-0.335,3.678,-0.661,-6.048,-5.953,-6.383,-5.845,4.396,-1.672,-9.782,1.954,-3.336,-5.896
-1.663,-7.664,-4.056,-7.832,-5.598,-10.337,-11.849,-11.613,0.006,2.166,-0.058,2.507,-1.166,-6.375,-5.724,-6.947,-6.508,3.446,-1.892,-10.221,2.061,-3.451,-5.843
-1.997,-7.5,-4.836,-6.894,-5.612,-10.603,-11.956,-13.105,-0.112,2.602,-0.275,1.895,-1.217,-6.261,-5.732,-7.221,-6.789,2.667,-2.508,-10.324,1.675,-2.902,-5.352
-2.832,-8.452,-5.394,-6.496,-5.154,-11.099,-11.753,-13.513,-0.365,2.219,-1.044,1.678,-1.249,-5.429,-7.009,-7.436,-6.499,2.843,-0.955,-10.967,0.917,-3.286,-5.457
-3.11,-8.119,-5.077,-7.439,-5.718,-11.701,-11.687,-15.174,0.44,1.237,-0.717,0.353,-1.423,-5.269,-7.129,-7.831,-6.676,2.755,-1.005,-11.258,0.481,-4.272,-5.464
-2.805,-5.178,-2.659,-6.447,-4.125,-10.503,-10.198,-13.67,1.167,1.629,-0.328,0.114,-0.324,-2.831,-4.945,-7.544,-4.559,4.26,0.76,-10.255,0.934,-4.049,-3.878
-2.631,-2.955,0.491,-4.071,-2.39,-9.187,-8.974,-13.17,2.335,2.026,0.13,-0.579,1.001,0.061,-3.586,-7.089,-2.149,5.467,2.19,-8.102,1.879,-3.141,-2.555
-2.007,-1.56,2.896,-2.395,-0.929,-7.702,-7.71,-13.137,3.006,3.328,1.827,-1.189,2.931,2.503,-1.69,-6.801,-0.872,6.539,4.364,-6.649,2.209,-2.465,-1.301
-1.842,-0.221,5.374,0.142,0.197,-6.008,-6.378,-11.667,3.004,4.516,2.182,-1.111,4.038,5.061,-0.52,-6.268,0.62,8.049,5.771,-5.389,2.283,-2.157,-0.447
-1.458,1.368,7.105,1.367,2.041,-4.547,-4.712,-10.261,3.48,5.677,2.569,-1.225,5.406,5.032,0.175,-5.563,1.897,8.493,7.089,-4.116,2.934,-1.194,-0.071
-1.272,1.934,8.527,1.89,2.772,-3.65,-3.913,-9.304,3.308,5.778,2.902,-1.433,5.976,5.388,-0.492,-5.947,2.442,9.554,7.861,-3.328,3.149,-1.466,0.369
-0.806,2.279,9.518,3.194,3.275,-2.863,-2.752,-8.394,3.783,6.952,3.287,-1.275,6.732,4.881,0.481,-6.145,2.982,10.658,8.282,-2.552,2.153,-1.322,-0.085
-1.389,2.994,9.448,3.281,3.441,-2.413,-2.409,-7.301,3.458,6.85,3.893,-1.501,6.544,4.477,1.034,-5.573,3.02,11.331,8.791,-2.488,1.389,-1.131,-0.31
-0.065,2.885,8.139,3.872,2.714,-2.667,-2.515,-7.766,3.109,5.911,3.78,-2.391,4.984,4.341,1.858,-5.692,2.378,11.578,7.821,-2.707,0.865,-0.842,0.265
0.071,2.336,6.405,2.218,1.668,-3.223,-3.12,-8.554,2.606,3.73,2.835,-3.172,3.797,6.675,2.647,-6.977,2.544,9.755,6.074,-3.487,-0.437,-0.135,1.375
0.004,1.169,3.113,2.33,-0.052,-4.666,-3.624,-9.652,1.39,3.224,1.611,-3.29,2.382,6.212,2.824,-8.279,2.161,6.855,6.886,-5.385,-1.71,0.042,0.435
-1.828,1.163,3.113,1.772,-0.113,-4.723,-4.718,-9.238,0.497,2.996,1.219,-4.391,1.115,4.886,2.714,-9.394,1.385,6.465,6.498,-6.38,-2.104,-0.063,-0.677
-2.495,1.278,3.172,1.552,-0.553,-5.223,-4.946,-9.888,-0.333,2.053,1.166,-5.173,0.168,4.936,2.105,-9.744,0.944,5.688,7.403,-7.538,-2.496,-0.672,-1.841
-2.777,1.334,2.562,1.775,-0.88,-5.172,-5.387,-10.123,-0.446,0.341,0.169,-5.784,-0.389,4.488,1.664,-10.025,0.553,4.573,6.241,-7.829,-3.377,-1.219,-2.881
-3.277,1.276,2.722,1.887,-1.224,-5.942,-5.891,-10.075,-1.338,-0.625,0.114,-6.121,-1.225,3.885,1.443,-10.741,0.333,3.96,6.123,-8.158,-3.82,-1.831,-4.002
-3.665,1.713,1.843,1.391,-1.942,-5.284,-6.059,-9.664,-2.006,-2.062,0.5,-6.508,-1.945,3.555,1.603,-11.343,0.885,3.23,5.848,-8.16,-4.548,-2.549,-4.285
-3.726,1.546,1.945,1.887,-2.933,-5.281,-6.394,-8.727,-2.562,-2.671,0.672,-7.165,-2.169,3.557,1.546,-12.076,0.777,3.287,5.907,-9.594,-5.77,-2.772,-5.45
-4.004,1.275,2.0,1.836,-3.061,-5.56,-6.782,-8.485,-3.059,-3.17,0.229,-7.499,-2.112,3.005,1.329,-12.739,0.769,2.735,5.803,-9.932,-6.933,-3.601,-6.115
-4.172,1.055,1.612,2.113,-4.541,-5.784,-7.058,-8.21,-3.718,-3.672,0.337,-7.508,-2.227,2.391,2.109,-13.13,1.49,2.125,5.744,-9.999,-7.054,-3.67,-6.567
-4.06,0.61,1.447,1.057,-4.831,-6.059,-7.282,-7.827,-4.166,-4.177,0.223,-8.616,-3.113,1.775,2.06,-13.166,1.116,1.953,5.911,-10.544,-6.939,-4.329,-7.502
-4.282,1.054,0.949,0.672,-5.603,-6.945,-7.665,-6.433,-4.392,-4.784,0.004,-8.513,-3.662,0.946,1.341,-13.387,2.265,1.346,6.04,-9.457,-7.753,-4.388,-7.729
-5.388,0.668,0.613,-0.105,-5.438,-8.322,-7.513,-5.886,-5.334,-4.453,-0.219,-9.214,-3.722,0.221,0.548,-14.008,2.935,0.351,6.407,-9.675,-9.15,-5.051,-7.948
-5.105,1.11,0.557,-0.179,-5.544,-8.405,-8.231,-4.729,-5.567,-4.743,-0.773,-9.31,-3.284,-0.109,-0.405,-14.929,3.872,-0.245,6.008,-9.369,-8.98,-5.16,-8.789
-5.151,1.654,1.618,-0.786,-5.44,-8.937,-8.017,-4.932,-5.957,-5.188,-0.767,-10.04,-3.778,-0.45,-0.575,-15.751,4.574,0.025,6.083,-8.722,-8.922,-5.058,-8.999
-3.952,1.692,3.621,-0.793,-3.979,-7.991,-6.561,-3.663,-5.473,-4.464,0.405,-9.544,-3.662,-0.011,0.106,-15.671,4.827,1.201,6.638,-7.712,-7.704,-4.807,-7.844
-3.379,2.192,5.446,0.681,-1.351,-7.252,-4.953,-1.945,-4.794,-4.89,1.684,-7.904,-2.062,-0.064,0.87,-14.212,5.382,2.024,7.485,-6.444,-6.26,-2.778,-6.499
-2.022,3.865,7.111,0.897,0.689,-5.823,-2.893,-0.711,-3.715,-4.013,2.863,-6.327,-0.995,0.307,2.096,-13.533,6.862,2.899,10.772,-4.313,-4.327,-2.268,-4.576
-0.74,5.193,7.069,2.655,1.919,-4.338,-1.092,0.642,-3.251,-4.029,4.466,-4.417,1.676,0.757,3.382,-12.177,9.06,3.655,12.028,-4.114,-3.453,-1.876,-3.25
0.443,5.978,8.398,3.533,2.754,-3.826,-0.19,2.135,-1.996,-3.465,5.656,-3.124,3.13,0.259,3.748,-10.883,10.333,5.332,13.665,-3.457,-2.306,-1.177,-2.315
0.857,7.04,8.114,4.461,3.358,-3.302,-0.002,2.574,-1.95,-3.219,6.376,-1.228,3.881,0.031,3.177,-9.831,12.025,5.662,14.897,-3.1,-2.047,-1.057,-0.485
0.969,7.64,7.979,5.323,3.253,-2.65,0.936,3.099,-1.14,-2.206,6.802,-0.071,3.944,-0.503,4.122,-8.949,12.93,5.418,15.695,-1.765,-1.871,-0.342,0.467
0.772,8.289,8.48,5.503,2.51,-2.272,1.024,4.4,-1.303,-1.58,7.328,0.211,4.188,-0.62,4.867,-8.837,13.158,5.786,16.133,-1.312,-1.921,-0.011,0.703
1.652,8.396,8.034,4.908,1.723,-2.446,0.74,3.568,-1.355,-1.724,7.274,-0.375,3.253,-0.535,3.634,-8.096,12.493,5.129,14.485,-1.629,-2.383,-0.449,0.763
1.0,7.265,7.13,3.563,2.161,-2.891,-0.003,2.073,-1.689,-1.564,5.969,-0.945,2.51,-0.235,2.89,-8.575,10.524,3.732,13.009,-1.749,-2.725,-1.446,-0.171
0.206,4.331,6.882,2.665,1.497,-4.156,-1.054,2.561,-2.395,-1.623,4.5,-2.774,1.173,-1.503,3.058,-9.559,8.487,1.804,11.545,-2.946,-3.386,-2.279,-0.623
0.104,4.618,6.981,1.392,1.332,-4.935,-1.947,2.498,-2.62,-1.285,2.34,-3.443,-0.215,-1.399,3.058,-9.245,7.434,0.559,10.33,-3.106,-4.77,-2.167,-0.176
-0.164,4.228,6.697,0.89,0.951,-5.329,-3.22,1.669,-3.342,-2.117,1.617,-3.719,-1.55,-1.724,3.713,-10.382,6.75,-0.555,10.72,-1.896,-5.753,-3.218,-0.556
0.778,3.772,6.202,0.39,0.554,-5.773,-3.889,1.556,-4.443,-2.507,1.558,-3.5,-1.888,-1.285,3.336,-13.139,6.301,-1.217,10.487,-2.836,-7.076,-3.613,-0.716
0.169,3.498,7.584,-0.275,0.498,-6.382,-4.331,1.668,-5.435,-2.728,1.387,-3.445,-1.952,-1.946,3.392,-14.568,5.907,-1.942,9.758,-2.449,-7.527,-4.279,-0.71
-0.834,3.66,7.596,-0.451,0.274,-6.163,-3.891,1.5,-6.271,-2.779,1.058,-3.283,-2.445,-2.665,2.94,-16.569,6.385,-2.221,9.678,-2.339,-8.441,-4.831,-0.171
-1.499,3.554,7.254,-0.783,0.215,-5.383,-3.949,0.945,-6.555,-2.836,0.783,-3.667,-2.777,-2.778,1.887,-17.087,6.834,-2.336,9.928,-2.386,-9.658,-5.222,-0.111
-2.274,3.779,7.195,-1.724,0.11,-5.436,-4.391,0.555,-7.331,-3.223,0.448,-3.834,-3.552,-3.44,1.611,-17.343,6.13,-3.22,9.356,-1.898,-10.87,-5.615,-0.003
-3.058,3.333,6.874,-1.784,0.167,-5.713,-4.231,0.839,-7.118,-3.501,0.111,-3.558,-3.555,-3.446,1.61,-17.651,6.117,-3.055,8.791,-1.782,-11.661,-6.114,-0.057
-3.559,2.839,7.109,-1.278,0.82,-5.997,-4.725,1.229,-8.826,-3.891,-0.224,-3.889,-3.726,-3.997,1.333,-18.606,5.455,-3.446,8.57,-1.727,-12.268,-6.662,-0.002
-4.659,2.505,7.42,-1.167,0.385,-5.946,-5.273,0.901,-8.886,-3.948,-0.721,-4.552,-4.003,-3.892,1.222,-18.612,5.008,-3.998,8.872,-1.664,-12.775,-7.829,0.055
-5.656,1.892,7.383,-2.334,0.828,-6.048,-4.839,-0.161,-9.164,-4.279,-0.335,-5.112,-4.223,-4.834,1.389,-18.257,3.598,-4.059,9.091,-0.559,-12.928,-8.277,-0.382
-5.717,2.275,7.692,-3.102,0.988,-6.334,-4.949,-0.752,-9.748,-4.724,-0.271,-5.607,-4.088,-5.273,1.441,-17.682,3.818,-4.138,10.366,-0.675,-12.313,-8.44,-0.668
-6.661,0.693,7.759,-2.62,0.998,-6.556,-3.75,-1.305,-9.337,-5.389,-0.884,-5.943,-4.093,-4.898,1.547,-16.1,3.146,-3.261,10.263,-0.849,-12.575,-8.49,-0.711
-4.402,0.419,8.015,-1.018,1.475,-5.74,-2.759,-0.786,-9.096,-4.138,-0.322,-5.822,-1.87,-4.913,1.602,-13.471,4.57,-1.286,10.655,-0.229,-10.38,-7.056,0.251
-2.389,1.228,8.585,1.22,1.53,-5.441,-1.201,0.69,-7.39,-2.564,0.558,-5.6,0.678,-4.782,1.849,-10.941,6.72,0.44,11.575,0.49,-8.343,-5.55,2.786
-1.559,0.724,9.393,2.453,1.663,-4.216,0.465,1.191,-6.0,-1.871,1.709,-4.463,1.797,-4.267,1.945,-8.525,8.36,2.091,12.346,1.898,-6.329,-3.769,5.469
-1.056,0.707,9.565,3.786,2.216,-4.02,0.908,3.298,-4.614,-1.032,2.265,-3.71,2.864,-4.057,1.9,-6.09,9.57,2.878,14.396,2.801,-4.401,-2.292,6.932
0.766,-0.22,9.708,5.172,2.563,-2.323,1.528,3.8,-3.299,-0.027,2.761,-3.641,3.706,-3.455,2.216,-5.407,10.497,3.812,15.537,3.566,-3.718,-1.705,8.671
1.564,-0.566,9.831,5.999,3.356,-1.703,1.896,3.948,-2.77,2.187,3.202,-3.046,4.066,-3.043,2.66,-5.549,10.294,4.047,17.153,4.431,-2.234,-0.558,10.466
2.838,-0.327,11.826,6.338,3.04,-1.003,2.395,4.308,-2.062,2.914,3.705,-2.39,4.775,-2.599,2.67,-4.639,9.857,4.891,18.061,5.152,-0.903,-0.003,10.693
3.22,-1.513,12.677,7.455,2.668,-0.508,2.779,4.24,-1.58,3.633,3.606,-2.838,4.833,-2.424,4.195,-3.735,9.846,4.689,18.317,6.111,-0.503,-0.042,11.18
3.396,-2.219,12.182,6.391,3.223,-0.008,2.6,3.64,-2.437,3.27,3.717,-2.68,3.454,-1.844,4.544,-3.016,9.48,3.688,17.709,5.788,-0.839,-0.161,10.209
1.506,-2.732,9.781,3.607,3.655,0.117,1.666,3.176,-2.993,1.056,3.105,-3.401,3.33,-2.185,5.139,-1.687,9.07,3.335,16.101,5.681,-2.483,-0.99,7.185
-0.501,-3.286,8.659,2.943,2.605,0.088,0.223,0.178,-3.726,-0.769,1.671,-5.167,1.732,-3.168,6.752,-0.736,6.455,2.226,13.78,3.963,-3.987,-3.76,4.619
-2.17,-4.712,8.161,3.165,2.881,-0.064,-0.051,-1.214,-5.331,-1.446,0.498,-6.557,2.668,-4.0,6.305,-0.401,5.232,2.442,11.381,3.114,-4.991,-4.82,3.886
-2.893,-5.223,7.393,3.055,2.224,0.261,-0.61,-1.506,-6.041,-1.886,-0.114,-7.173,2.443,-3.781,5.204,-0.509,5.005,2.282,10.93,2.34,-5.546,-4.5,2.999
-3.721,-6.382,6.848,3.277,1.947,-0.399,-0.832,-2.048,-5.886,-2.554,-0.334,-7.943,2.941,-4.332,4.038,-0.332,3.782,2.113,10.577,2.114,-5.878,-5.558,2.388
-3.837,-7.382,6.283,3.721,1.998,-0.175,-1.333,-3.156,-6.163,-2.446,-0.614,-8.278,3.387,-3.945,2.948,0.053,3.334,1.946,8.135,2.226,-6.102,-6.001,2.167
-4.002,-8.218,6.12,3.161,1.67,-0.456,-1.777,-3.992,-6.275,-2.557,-0.838,-8.728,3.168,-3.665,2.499,-0.06,2.617,1.943,6.997,2.06,-5.771,-6.831,2.445
-3.67,-8.999,5.453,2.001,1.167,-1.118,-2.113,-3.944,-6.498,-2.664,-0.896,-8.895,2.998,-3.661,1.111,0.165,1.291,1.941,6.495,2.393,-5.049,-7.611,2.553
-3.723,-9.504,4.672,2.056,1.108,-1.181,-2.722,-4.109,-7.215,-2.397,-1.775,-9.884,2.666,-4.164,0.555,-0.113,1.285,1.774,6.421,1.344,-5.434,-8.1,1.714
-3.723,-10.382,4.224,1.224,0.553,-1.232,-3.275,-4.17,-6.726,-1.899,-1.833,-10.448,2.551,-3.89,0.838,-1.049,1.001,1.777,5.254,1.01,-5.936,-8.536,2.1
-3.78,-10.942,3.832,1.05,0.33,-1.441,-3.556,-4.548,-7.382,-1.565,-2.111,-10.296,2.826,-4.11,0.887,-1.382,0.786,1.613,4.58,1.121,-5.604,-7.176,1.043
-4.219,-11.054,3.448,1.274,0.0,-1.118,-3.835,-4.44,-7.825,-1.561,-2.445,-11.004,3.153,-3.833,0.058,-1.28,-0.328,1.89,3.251,0.574,-5.774,-5.79,0.935
-5.112,-11.223,3.507,0.992,-0.437,-2.392,-4.118,-5.0,-7.114,-1.569,-2.992,-12.087,3.093,-5.109,-0.386,-2.054,-0.718,2.058,2.684,-0.148,-6.422,-5.503,0.82
-5.289,-12.612,3.564,0.829,-0.207,-2.953,-4.721,-4.564,-6.614,-1.46,-3.648,-11.586,2.393,-5.509,-0.453,-2.551,-1.19,2.169,2.292,-0.149,-5.109,-4.793,0.057
-3.851,-12.772,3.394,1.17,-0.637,-2.955,-4.347,-3.687,-6.774,-0.971,-2.695,-11.537,2.657,-5.276,-0.628,-2.869,-1.423,2.166,2.09,-0.853,-5.807,-4.274,0.704
-3.22,-10.738,4.386,1.335,-0.036,-2.353,-1.941,-3.329,-5.959,-0.311,-1.066,-10.243,3.35,-3.03,1.114,-3.015,-0.936,3.233,2.312,0.247,-3.815,-3.397,1.774
-0.961,-9.449,5.31,1.774,1.677,-1.435,0.416,-1.347,-5.004,0.538,1.322,-8.556,4.493,-0.754,2.438,-2.949,0.924,3.986,2.359,1.195,-1.605,-2.944,4.127
1.364,-8.72,6.669,1.826,2.83,-0.876,1.723,-0.245,-4.616,1.605,3.648,-6.246,6.678,1.151,3.467,-2.271,2.804,5.895,2.968,2.01,0.839,-1.617,4.527
3.04,-7.456,7.461,1.409,2.92,-0.355,1.997,0.796,-3.878,2.925,5.377,-4.561,8.848,2.744,4.17,-1.088,4.15,6.994,3.291,3.111,3.713,-0.538,5.681
3.122,-5.917,9.218,1.412,2.827,0.503,2.512,1.912,-3.006,2.575,6.891,-2.94,10.341,3.26,5.324,0.587,5.065,8.844,2.922,4.117,4.391,0.263,6.042
4.684,-5.084,9.662,1.261,3.487,1.933,2.795,2.526,-3.128,2.564,7.971,-0.704,11.068,3.704,5.898,2.034,5.533,10.572,2.582,4.25,5.178,0.533,6.258
6.725,-5.718,9.269,1.463,3.201,2.197,3.726,2.932,-2.743,2.287,8.619,0.138,11.143,3.714,6.242,2.62,5.573,11.784,2.348,3.808,5.582,1.004,5.525
6.224,-5.884,8.013,1.717,2.992,2.52,4.049,1.83,-2.023,2.149,8.196,0.43,11.356,3.276,7.376,3.528,5.779,12.808,1.993,4.026,5.909,1.707,5.614
5.21,-5.673,8.169,1.98,3.754,2.475,3.739,1.115,-1.353,1.882,6.153,-0.109,11.059,2.943,7.788,2.71,4.776,12.154,1.488,3.854,5.172,1.879,6.52
3.841,-5.055,8.945,3.108,2.771,1.546,2.994,2.538,-0.577,3.371,4.233,-0.664,9.525,2.602,6.608,1.993,3.017,9.858,2.975,3.222,3.589,2.716,8.39
1.829,-5.056,6.676,3.721,2.559,1.108,1.831,1.446,-0.077,2.822,2.834,-1.721,6.079,0.835,5.526,1.38,0.962,7.842,1.992,2.058,2.283,2.995,9.452
1.552,-4.72,5.616,2.999,1.391,0.442,1.495,0.833,-0.063,2.339,1.841,-3.492,6.511,0.827,5.114,-0.108,0.173,6.731,1.329,1.01,1.998,4.048,10.085
0.553,-4.839,4.505,3.004,0.886,-0.114,0.724,1.053,-0.787,2.164,1.668,-4.06,5.734,0.5,4.444,-1.612,-1.769,5.618,0.445,0.004,0.39,3.662,10.937
0.166,-5.171,3.726,2.781,-0.002,0.051,0.17,0.999,-1.178,1.548,1.445,-5.671,5.067,-0.44,3.901,-1.559,-2.214,4.546,0.276,-0.826,0.334,3.056,10.714
0.11,-5.943,2.513,2.719,-0.058,-0.39,-0.601,0.165,-1.287,1.055,1.555,-6.609,5.338,-0.17,3.838,-2.112,-2.115,3.501,0.771,-1.049,-0.051,2.278,10.632
0.112,-5.233,1.396,2.498,-0.501,-0.61,-0.162,-0.057,-2.011,0.775,1.39,-7.222,5.508,-0.725,3.174,-2.054,-2.391,3.494,0.217,-2.154,-0.441,1.67,12.171
0.052,-5.394,0.886,1.612,-1.165,-0.669,-0.004,-0.165,-2.509,0.103,1.501,-8.106,5.558,-0.888,2.613,-2.44,-2.779,3.497,-0.057,-2.498,-0.666,1.166,12.72
0.159,-5.823,0.11,1.608,-1.998,-0.499,-0.228,0.163,-3.44,-0.563,1.112,-8.835,5.332,-0.942,2.338,-2.722,-3.225,4.051,-0.056,-3.384,-1.11,0.833,11.863
0.0,-5.507,-0.446,1.776,-2.712,-0.826,-0.231,-1.047,-3.887,-1.224,1.221,-8.785,5.769,-1.272,1.672,-2.998,-3.391,4.11,-0.116,-3.552,-1.115,0.499,11.747
0.385,-5.999,-1.28,1.445,-3.162,-0.503,-0.004,-1.381,-4.385,-1.455,0.614,-8.844,5.812,-1.658,0.731,-3.553,-3.723,3.828,-0.171,-4.164,-2.221,0.114,11.571
0.829,-5.504,-1.78,1.723,-3.609,-0.723,-0.229,-1.39,-4.668,-1.402,1.442,-9.713,5.824,-1.929,0.501,-3.884,-3.722,3.134,-0.116,-4.554,-2.166,0.003,11.134
0.445,-5.273,-0.718,2.057,-4.767,-0.442,-0.617,-1.72,-4.89,-1.119,1.0,-9.175,5.567,-1.328,0.219,-4.7,-4.056,4.272,-0.731,-5.05,-2.988,-0.326,10.987
0.375,-5.173,-0.926,2.339,-5.629,-0.963,-0.458,-2.804,-5.491,-1.248,0.835,-9.398,4.933,-1.383,-0.288,-5.581,-2.898,3.631,-0.291,-4.724,-2.934,-0.484,11.055
0.661,-6.163,-1.278,2.163,-5.127,-1.67,-0.188,-4.552,-5.428,-2.844,1.322,-9.386,5.665,-1.015,-0.053,-8.264,-2.793,3.031,-0.145,-3.74,-2.53,-0.484,10.933
1.406,-5.036,-0.158,2.445,-3.728,-1.599,0.92,-4.462,-4.16,-2.927,1.99,-7.396,5.98,0.053,1.439,-8.624,-2.185,3.774,1.168,-2.647,0.206,0.192,10.795
2.611,-3.695,1.128,2.72,-1.874,-1.062,1.625,-4.676,-2.841,-2.363,2.473,-5.64,6.749,1.426,2.34,-8.902,-1.814,5.861,2.2,-0.497,2.718,1.387,11.342
4.389,-2.689,2.408,3.288,-0.221,-0.966,2.858,-4.949,-2.232,-1.721,2.576,-2.481,7.688,1.926,3.697,-9.133,0.346,7.849,3.106,0.669,4.501,2.69,11.733
4.895,-1.507,3.414,3.503,1.494,-0.494,3.775,-4.529,-0.807,-1.37,3.432,-0.556,8.751,2.09,4.768,-8.453,1.14,10.082,2.69,1.902,6.539,3.1,12.417
5.988,-0.298,3.695,3.271,2.495,-0.259,3.72,-4.019,0.356,-1.383,4.192,0.983,8.091,2.167,5.81,-8.368,2.035,12.418,2.446,2.8,7.195,3.695,13.286
7.01,0.204,4.39,3.549,3.194,0.001,2.669,-3.383,0.637,-0.845,2.934,1.969,8.499,2.23,6.572,-8.604,2.54,13.321,2.55,3.337,8.392,4.083,14.366
7.804,1.692,4.899,4.708,3.848,-0.102,2.509,-3.001,1.156,-0.624,2.663,3.132,9.863,2.495,7.535,-9.031,2.822,15.08,2.713,3.796,9.611,4.553,14.84
9.064,1.979,4.282,4.517,4.067,0.001,2.23,-2.991,1.414,-1.349,2.703,3.529,10.403,2.216,8.327,-9.203,3.144,15.727,2.159,4.487,8.571,4.202,13.55
8.89,1.928,3.942,3.503,4.43,-0.059,3.16,-3.047,1.097,-1.621,3.312,2.956,10.516,2.774,8.217,-9.48,3.855,15.284,2.212,3.934,7.942,4.49,12.201
8.47,1.45,4.107,5.106,3.118,-0.778,3.492,-3.662,-0.169,-2.56,3.268,1.364,8.652,3.326,7.162,-10.187,2.766,13.069,2.881,2.943,6.849,5.156,9.613
6.454,-0.053,2.061,2.737,0.634,-1.34,2.776,-5.052,-1.616,-2.783,3.103,-1.583,6.107,2.275,5.662,-11.245,1.498,11.549,3.05,1.942,3.966,3.773,5.462
6.119,0.11,0.781,2.113,-0.27,-3.49,2.502,-6.104,-2.338,-3.72,3.273,-2.318,5.279,2.328,4.396,-11.964,1.17,10.3,2.772,0.443,2.957,3.276,2.364
5.73,-0.549,0.002,-0.163,-1.763,-4.326,1.729,-6.769,-4.217,-3.453,3.048,-3.939,4.002,1.939,3.45,-13.014,1.332,10.683,2.829,0.004,2.228,3.005,0.791
5.005,-0.716,-0.506,-1.607,-1.665,-4.717,1.118,-7.226,-4.441,-4.605,2.55,-5.549,3.056,1.774,2.561,-14.338,0.666,10.487,3.43,-0.278,2.336,2.562,-0.379
4.831,-1.324,-1.335,-2.506,-2.717,-5.881,1.002,-8.276,-5.106,-4.726,2.717,-6.099,2.33,1.612,2.337,-15.654,0.387,9.068,3.768,-0.388,2.006,2.393,-1.159
4.006,-2.056,-2.164,-3.607,-3.157,-7.157,0.724,-9.163,-5.878,-4.949,3.384,-6.056,1.39,1.552,2.616,-16.696,0.388,8.095,3.715,-0.17,1.672,2.446,-2.056
3.618,-2.509,-2.335,-4.383,-3.771,-8.105,-0.002,-9.267,-6.109,-5.283,3.052,-6.388,1.335,1.498,2.399,-17.995,1.383,7.865,4.101,-0.165,1.005,1.893,-2.776
3.836,-3.439,-2.337,-5.056,-4.212,-8.832,-0.064,-9.61,-6.229,-6.164,2.549,-6.88,1.333,1.667,1.459,-18.485,1.109,7.203,4.271,-0.338,0.724,1.781,-3.329
4.001,-3.671,-2.726,-5.775,-5.213,-9.56,-0.333,-10.276,-6.826,-6.719,2.107,-6.391,0.895,1.61,1.4,-18.772,1.554,6.859,3.994,-0.549,0.226,1.448,-3.5
3.61,-3.562,-3.224,-6.274,-5.714,-10.168,-0.223,-9.943,-7.658,-6.723,2.491,-7.217,0.828,1.498,0.956,-19.134,1.389,6.975,3.837,-0.219,0.0,1.231,-4.388
2.891,-4.659,-3.394,-6.996,-5.664,-10.334,0.333,-10.213,-8.209,-6.887,2.329,-7.39,1.274,1.774,-0.428,-19.453,1.722,7.103,3.668,0.497,-0.232,1.566,-4.501
2.892,-5.333,-3.268,-6.999,-5.657,-10.324,0.5,-10.433,-8.256,-7.5,3.037,-7.513,0.773,1.227,-1.702,-19.611,1.888,6.941,3.507,0.613,-0.243,1.18,-4.836
2.846,-7.203,-3.509,-7.89,-5.932,-10.541,-0.456,-10.601,-7.991,-7.787,3.036,-7.678,0.883,1.664,-3.024,-20.0,1.883,7.547,4.177,0.84,0.319,1.517,-4.672
3.112,-7.992,-3.342,-7.292,-5.648,-10.178,-0.744,-10.943,-7.877,-8.385,1.738,-7.074,1.592,2.043,-3.836,-18.587,1.928,7.488,3.313,1.6,0.295,0.807,-5.279
4.659,-7.66,-1.383,-7.108,-4.417,-8.738,-0.408,-10.003,-5.947,-8.112,2.044,-4.476,1.639,1.768,-2.344,-17.289,2.001,9.073,4.435,1.885,2.036,2.023,-5.606
6.26,-7.112,0.783,-6.004,-3.049,-7.329,-0.655,-8.071,-3.338,-7.168,2.357,-2.494,2.355,2.081,-1.892,-14.653,2.112,10.52,5.804,2.413,4.832,2.972,-4.859
8.89,-5.776,2.639,-5.233,-2.08,-5.418,-0.315,-6.869,-0.818,-5.916,2.056,-0.278,2.362,1.658,-0.821,-13.07,2.945,12.392,7.109,2.329,6.507,4.364,-3.531
